"Source","Target","論文ID","論文タイトル","所属1","所属2","発行日"
"10 マルチモーダル・複合的解析・統合手法","14 理論・モデル・シミュレーション","https://doi.org/10.1038/s41565-024-01842-8","Momentum tunnelling between nanoscale liquid flows","","","2021/08/17"
"12 DNA/RNA/タンパク質等 生体分子・バイオ材料のナノスケール操作・計測・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01846-4","Ferroelectricity with concomitant Coulomb screening in van der Waals heterostructures","","","2020/06/14"
"1 二次元材料・層状材料・グラフェン・TMDs関連","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-024-01846-4","Ferroelectricity with concomitant Coulomb screening in van der Waals heterostructures","","","2020/06/14"
"10 マルチモーダル・複合的解析・統合手法","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01846-4","Ferroelectricity with concomitant Coulomb screening in van der Waals heterostructures","","","2020/06/14"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-024-01823-x","ON–OFF nanopores for optical control of transmembrane ionic communication","","","2021/03/27"
"5 ポリマー・高分子・有機材料・有機半導体","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-024-01823-x","ON–OFF nanopores for optical control of transmembrane ionic communication","","","2021/03/27"
"10 マルチモーダル・複合的解析・統合手法","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01823-x","ON–OFF nanopores for optical control of transmembrane ionic communication","","","2021/03/27"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","10 磁性材料・スピントロニクス・強磁性/反強磁性材料","https://doi.org/10.1038/s41565-025-01859-7","Spin-torque-driven gigahertz magnetization dynamics in the non-collinear antiferromagnet Mn3Sn","","","2022/06/13"
"10 磁性材料・スピントロニクス・強磁性/反強磁性材料","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-025-01859-7","Spin-torque-driven gigahertz magnetization dynamics in the non-collinear antiferromagnet Mn3Sn","","","2022/06/13"
"5 電気・電子・磁気・光学的測定","2 磁気・スピン・フォトニック・集積化デバイス","https://doi.org/10.1038/s41565-025-01859-7","Spin-torque-driven gigahertz magnetization dynamics in the non-collinear antiferromagnet Mn3Sn","","","2022/06/13"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-024-01853-5","Grover’s algorithm in a four-qubit silicon processor above the fault-tolerant threshold","","","2021/04/29"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","8 デバイス動作・システムレベル評価・応用","https://doi.org/10.1038/s41565-024-01853-5","Grover’s algorithm in a four-qubit silicon processor above the fault-tolerant threshold","","","2021/04/29"
"8 デバイス動作・システムレベル評価・応用","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01853-5","Grover’s algorithm in a four-qubit silicon processor above the fault-tolerant threshold","","","2021/04/29"
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-025-01872-w","Switching on and off the spin polarization of the conduction band in antiferromagnetic bilayer transistors","","","2021/09/04"
"1 二次元材料・層状材料・グラフェン・TMDs関連","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-025-01872-w","Switching on and off the spin polarization of the conduction band in antiferromagnetic bilayer transistors","","","2021/09/04"
"5 電気・電子・磁気・光学的測定","2 磁気・スピン・フォトニック・集積化デバイス","https://doi.org/10.1038/s41565-025-01872-w","Switching on and off the spin polarization of the conduction band in antiferromagnetic bilayer transistors","","","2021/09/04"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-025-01878-4","Gold-modified nanoporous silicon for photoelectrochemical regulation of intracellular condensates","","","2022/10/17"
"4 金属・合金・ナノ粒子・触媒材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-025-01878-4","Gold-modified nanoporous silicon for photoelectrochemical regulation of intracellular condensates","","","2022/10/17"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-025-01878-4","Gold-modified nanoporous silicon for photoelectrochemical regulation of intracellular condensates","","","2022/10/17"
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-025-01900-9","On-demand formation of Lewis bases for efficient and stable perovskite solar cells","","","2023/02/17"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-025-01900-9","On-demand formation of Lewis bases for efficient and stable perovskite solar cells","","","2023/02/17"
"1 材料合成・薄膜形成","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-025-01900-9","On-demand formation of Lewis bases for efficient and stable perovskite solar cells","","","2023/02/17"
"11 界面・表面・ナノスケール構造・ダイナミクスの可視化・制御・解析","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-025-01914-3","Electrosynthesis of pure urea from pretreated flue gas in a proton-limited environment established in a porous solid-state electrolyte electrolyser","","","2020/09/04"
"4 金属・合金・ナノ粒子・触媒材料","9 化学反応・触媒・電気化学的評価","https://doi.org/10.1038/s41565-025-01914-3","Electrosynthesis of pure urea from pretreated flue gas in a proton-limited environment established in a porous solid-state electrolyte electrolyser","","","2020/09/04"
"9 化学反応・触媒・電気化学的評価","4 材料の安定性・耐久性・分散・リサイクル性等","https://doi.org/10.1038/s41565-025-01914-3","Electrosynthesis of pure urea from pretreated flue gas in a proton-limited environment established in a porous solid-state electrolyte electrolyser","","","2020/09/04"
"2 デバイス・機能材料の設計・開発・動作・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-025-01923-2","Nanofabrication of silk microneedles for high-throughput micronutrient delivery and continuous sap monitoring in plants","","","2024/11/24"
"5 ポリマー・高分子・有機材料・有機半導体","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-025-01923-2","Nanofabrication of silk microneedles for high-throughput micronutrient delivery and continuous sap monitoring in plants","","","2024/11/24"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-025-01923-2","Nanofabrication of silk microneedles for high-throughput micronutrient delivery and continuous sap monitoring in plants","","","2024/11/24"
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-025-01887-3","Single-layer waveguide displays using achromatic metagratings for full-colour augmented reality","","","2020/02/29"
"11 セラミックス・酸化物・誘電体・光学材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-025-01887-3","Single-layer waveguide displays using achromatic metagratings for full-colour augmented reality","","","2020/02/29"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","2 磁気・スピン・フォトニック・集積化デバイス","https://doi.org/10.1038/s41565-025-01887-3","Single-layer waveguide displays using achromatic metagratings for full-colour augmented reality","","","2020/02/29"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-025-01926-z","Balancing stealth and targeting to improve nanomedicine efficacy","","","2020/11/23"
"5 ポリマー・高分子・有機材料・有機半導体","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-025-01926-z","Balancing stealth and targeting to improve nanomedicine efficacy","","","2020/11/23"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-025-01926-z","Balancing stealth and targeting to improve nanomedicine efficacy","","","2020/11/23"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-025-01932-1","Analysis of multi-drug cancer nanomedicine","","","2024/05/11"
"6 リポソーム・LNP・バイオナノ材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-025-01932-1","Analysis of multi-drug cancer nanomedicine","","","2024/05/11"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-025-01932-1","Analysis of multi-drug cancer nanomedicine","","","2024/05/11"
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-025-01924-1","A collagenase nanogel backpack improves CAR-T cell therapy outcomes in pancreatic cancer","","","2023/10/11"
"6 リポソーム・LNP・バイオナノ材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-025-01924-1","A collagenase nanogel backpack improves CAR-T cell therapy outcomes in pancreatic cancer","","","2023/10/11"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-025-01924-1","A collagenase nanogel backpack improves CAR-T cell therapy outcomes in pancreatic cancer","","","2023/10/11"
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-025-01909-0","Nanoinducer-mediated mitochondria-selective degradation enhances T cell immunotherapy against multiple cancers","","","2023/01/16"
"6 リポソーム・LNP・バイオナノ材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-025-01909-0","Nanoinducer-mediated mitochondria-selective degradation enhances T cell immunotherapy against multiple cancers","","","2023/01/16"
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-025-01909-0","Nanoinducer-mediated mitochondria-selective degradation enhances T cell immunotherapy against multiple cancers","","","2023/01/16"
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-025-01917-0","Dynamic nanodomains dictate macroscopic properties in lead halide perovskites","","","2025/01/30"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","4 分光・物性評価・組成/化学分析","https://doi.org/10.1038/s41565-025-01917-0","Dynamic nanodomains dictate macroscopic properties in lead halide perovskites","","","2025/01/30"
"4 分光・物性評価・組成/化学分析","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-025-01917-0","Dynamic nanodomains dictate macroscopic properties in lead halide perovskites","","","2025/01/30"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-025-01941-0","Ballistic diffusion fronts in biomolecular condensates","","","2020/08/23"
"6 リポソーム・LNP・バイオナノ材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-025-01941-0","Ballistic diffusion fronts in biomolecular condensates","","","2020/08/23"
"10 マルチモーダル・複合的解析・統合手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-025-01941-0","Ballistic diffusion fronts in biomolecular condensates","","","2020/08/23"
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","https://doi.org/10.1038/s41565-020-0741-2","Backbone charge transport in double-stranded DNA","","","2020/12/30"
"7 DNAオリガミ・核酸ナノ構造・DNA/RNAデバイス","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-020-0741-2","Backbone charge transport in double-stranded DNA","","","2020/12/30"
"10 マルチモーダル・複合的解析・統合手法","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-020-0741-2","Backbone charge transport in double-stranded DNA","","","2020/12/30"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-019-0606-8","Regioselective magnetization in semiconducting nanorods","","","2020/07/31"
"4 金属・合金・ナノ粒子・触媒材料","9 化学反応・触媒・電気化学的評価","https://doi.org/10.1038/s41565-019-0606-8","Regioselective magnetization in semiconducting nanorods","","","2020/07/31"
"9 化学反応・触媒・電気化学的評価","2 磁気・スピン・フォトニック・集積化デバイス","https://doi.org/10.1038/s41565-019-0606-8","Regioselective magnetization in semiconducting nanorods","","","2020/07/31"
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","10 磁性材料・スピントロニクス・強磁性/反強磁性材料","https://doi.org/10.1038/s41565-019-0607-7","Single-shot dynamics of spin–orbit torque and spin transfer torque switching in three-terminal magnetic tunnel junctions","","","2020/09/21"
"10 磁性材料・スピントロニクス・強磁性/反強磁性材料","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-019-0607-7","Single-shot dynamics of spin–orbit torque and spin transfer torque switching in three-terminal magnetic tunnel junctions","","","2020/09/21"
"5 電気・電子・磁気・光学的測定","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-019-0607-7","Single-shot dynamics of spin–orbit torque and spin transfer torque switching in three-terminal magnetic tunnel junctions","","","2020/09/21"
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-020-00779-y","A deep-learning approach to realizing functionality in nanoelectronic devices","","","2022/01/08"
"1 二次元材料・層状材料・グラフェン・TMDs関連","6 シミュレーション・理論・データ駆動型手法","https://doi.org/10.1038/s41565-020-00779-y","A deep-learning approach to realizing functionality in nanoelectronic devices","","","2022/01/08"
"6 シミュレーション・理論・データ駆動型手法","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-020-00779-y","A deep-learning approach to realizing functionality in nanoelectronic devices","","","2022/01/08"
"2 デバイス・機能材料の設計・開発・動作・応用","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-020-00819-7","Advances and challenges towards consumerization of nanomaterials","","","2023/01/27"
"14 その他（複合材料・特殊構造体等）","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-020-00819-7","Advances and challenges towards consumerization of nanomaterials","","","2023/01/27"
"13 レビュー・総説・動向分析・社会データ","15 多機能・複合・システム・統合評価","https://doi.org/10.1038/s41565-020-00819-7","Advances and challenges towards consumerization of nanomaterials","","","2023/01/27"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-019-0611-y","Metasurface-integrated vertical cavity surface-emitting lasers for programmable directional lasing emissions","","","2020/09/18"
"11 セラミックス・酸化物・誘電体・光学材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-019-0611-y","Metasurface-integrated vertical cavity surface-emitting lasers for programmable directional lasing emissions","","","2020/09/18"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","2 磁気・スピン・フォトニック・集積化デバイス","https://doi.org/10.1038/s41565-019-0611-y","Metasurface-integrated vertical cavity surface-emitting lasers for programmable directional lasing emissions","","","2020/09/18"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-019-0629-1","Layer-resolved magnetic proximity effect in van der Waals heterostructures","","","2023/12/04"
"1 二次元材料・層状材料・グラフェン・TMDs関連","6 シミュレーション・理論・データ駆動型手法","https://doi.org/10.1038/s41565-019-0629-1","Layer-resolved magnetic proximity effect in van der Waals heterostructures","","","2023/12/04"
"6 シミュレーション・理論・データ駆動型手法","2 磁気・スピン・フォトニック・集積化デバイス","https://doi.org/10.1038/s41565-019-0629-1","Layer-resolved magnetic proximity effect in van der Waals heterostructures","","","2023/12/04"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-020-0758-6","Photonic Rashba effect from quantum emitters mediated by a Berry-phase defective photonic crystal","","","2024/06/03"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","6 シミュレーション・理論・データ駆動型手法","https://doi.org/10.1038/s41565-020-0758-6","Photonic Rashba effect from quantum emitters mediated by a Berry-phase defective photonic crystal","","","2024/06/03"
"6 シミュレーション・理論・データ駆動型手法","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-020-0758-6","Photonic Rashba effect from quantum emitters mediated by a Berry-phase defective photonic crystal","","","2024/06/03"
"9 自己組織化・自己集合・分子機械・ナノロボティクス・分子デバイスの設計と制御","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-021-00846-y","Distant spin entanglement via fast and coherent electron shuttling","","","2025/07/17"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-021-00846-y","Distant spin entanglement via fast and coherent electron shuttling","","","2025/07/17"
"5 電気・電子・磁気・光学的測定","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-021-00846-y","Distant spin entanglement via fast and coherent electron shuttling","","","2025/07/17"
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-021-00892-6","Tunable phase-change metasurfaces","","","2021/09/05"
"4 金属・合金・ナノ粒子・触媒材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-021-00892-6","Tunable phase-change metasurfaces","","","2021/09/05"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-021-00892-6","Tunable phase-change metasurfaces","","","2021/09/05"
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-021-00945-w","Furcated droplet motility on crystalline surfaces","","","2025/06/10"
"11 セラミックス・酸化物・誘電体・光学材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-021-00945-w","Furcated droplet motility on crystalline surfaces","","","2025/06/10"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-021-00945-w","Furcated droplet motility on crystalline surfaces","","","2025/06/10"
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","8 メモリ・電子デバイス・半導体素子","https://doi.org/10.1038/s41565-021-01040-w","Three-dimensional transistor arrays for intra- and inter-cellular recording","","","2021/02/13"
"8 メモリ・電子デバイス・半導体素子","8 デバイス動作・システムレベル評価・応用","https://doi.org/10.1038/s41565-021-01040-w","Three-dimensional transistor arrays for intra- and inter-cellular recording","","","2021/02/13"
"8 デバイス動作・システムレベル評価・応用","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-021-01040-w","Three-dimensional transistor arrays for intra- and inter-cellular recording","","","2021/02/13"
"2 デバイス・機能材料の設計・開発・動作・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-020-0642-4","Probing myeloid cell dynamics in ischaemic heart disease by nanotracer hot-spot imaging","","","2023/03/16"
"4 金属・合金・ナノ粒子・触媒材料","11 ナノ粒子・ナノ構造評価と応用","https://doi.org/10.1038/s41565-020-0642-4","Probing myeloid cell dynamics in ischaemic heart disease by nanotracer hot-spot imaging","","","2023/03/16"
"11 ナノ粒子・ナノ構造評価と応用","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-020-0642-4","Probing myeloid cell dynamics in ischaemic heart disease by nanotracer hot-spot imaging","","","2023/03/16"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","3 カーボンナノ材料（CNT、カーボンドット等）","https://doi.org/10.1038/s41565-020-00805-z","Micelle-enabled self-assembly of porous and monolithic carbon membranes for bioelectronic interfaces","","","2022/04/03"
"3 カーボンナノ材料（CNT、カーボンドット等）","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-020-00805-z","Micelle-enabled self-assembly of porous and monolithic carbon membranes for bioelectronic interfaces","","","2022/04/03"
"1 材料合成・薄膜形成","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-020-00805-z","Micelle-enabled self-assembly of porous and monolithic carbon membranes for bioelectronic interfaces","","","2022/04/03"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-021-00871-x","Highly versatile near-infrared emitters based on an atomically defined HgS interlayer embedded into a CdSe/CdS quantum dot","","","2020/07/08"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-021-00871-x","Highly versatile near-infrared emitters based on an atomically defined HgS interlayer embedded into a CdSe/CdS quantum dot","","","2020/07/08"
"10 マルチモーダル・複合的解析・統合手法","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-021-00871-x","Highly versatile near-infrared emitters based on an atomically defined HgS interlayer embedded into a CdSe/CdS quantum dot","","","2020/07/08"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-020-0687-4","Nanoscale nights of COVID-19","","","2020/04/21"
"6 リポソーム・LNP・バイオナノ材料","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-020-0687-4","Nanoscale nights of COVID-19","","","2020/04/21"
"3 構造評価・表面分析・顕微鏡観察","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-020-0687-4","Nanoscale nights of COVID-19","","","2020/04/21"
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-021-00868-6","Nanomechanical topological insulators with an auxiliary orbital degree of freedom","","","2023/08/28"
"11 セラミックス・酸化物・誘電体・光学材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-021-00868-6","Nanomechanical topological insulators with an auxiliary orbital degree of freedom","","","2023/08/28"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-021-00868-6","Nanomechanical topological insulators with an auxiliary orbital degree of freedom","","","2023/08/28"
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-021-00946-9","Reasons for success and lessons learnt from nanoscale vaccines against COVID-19","","","2020/09/06"
"6 リポソーム・LNP・バイオナノ材料","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-021-00946-9","Reasons for success and lessons learnt from nanoscale vaccines against COVID-19","","","2020/09/06"
"13 レビュー・総説・動向分析・社会データ","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-021-00946-9","Reasons for success and lessons learnt from nanoscale vaccines against COVID-19","","","2020/09/06"
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-020-0769-3","Nuclear spin quantum register in an optically active semiconductor quantum dot","","","2020/02/18"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-020-0769-3","Nuclear spin quantum register in an optically active semiconductor quantum dot","","","2020/02/18"
"5 電気・電子・磁気・光学的測定","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-020-0769-3","Nuclear spin quantum register in an optically active semiconductor quantum dot","","","2020/02/18"
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-021-00876-6","Graphene oxide patchwork membranes","","","2020/10/20"
"1 二次元材料・層状材料・グラフェン・TMDs関連","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-021-00876-6","Graphene oxide patchwork membranes","","","2020/10/20"
"1 材料合成・薄膜形成","11 機械/熱/環境特性・耐久・リサイクル","https://doi.org/10.1038/s41565-021-00876-6","Graphene oxide patchwork membranes","","","2020/10/20"
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-021-01005-z","To nano or not to nano for bright halide perovskite emitters","","","2022/07/25"
"2 ペロブスカイト・量子ドット・ナノ結晶材料","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-021-01005-z","To nano or not to nano for bright halide perovskite emitters","","","2022/07/25"
"1 材料合成・薄膜形成","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-021-01005-z","To nano or not to nano for bright halide perovskite emitters","","","2022/07/25"
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-021-00973-6","Energy-resolved plasmonic chemistry in individual nanoreactors","","","2020/04/27"
"4 金属・合金・ナノ粒子・触媒材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-021-00973-6","Energy-resolved plasmonic chemistry in individual nanoreactors","","","2020/04/27"
"10 マルチモーダル・複合的解析・統合手法","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-021-00973-6","Energy-resolved plasmonic chemistry in individual nanoreactors","","","2020/04/27"
"10 インフォマティクス・AI・データ科学・レビュー・社会・教育・人材等","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-021-00879-3","Conformable hierarchically engineered polymeric micromeshes enabling combinatorial therapies in brain tumours","","","2020/10/01"
"5 ポリマー・高分子・有機材料・有機半導体","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-021-00879-3","Conformable hierarchically engineered polymeric micromeshes enabling combinatorial therapies in brain tumours","","","2020/10/01"
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-021-00879-3","Conformable hierarchically engineered polymeric micromeshes enabling combinatorial therapies in brain tumours","","","2020/10/01"
"6 環境・安全性・リスク評価・サステナビリティ・規制・社会実装","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-022-01142-z","Wavelike electronic energy transfer in donor–acceptor molecular systems through quantum coherence","","","2020/02/02"
"5 ポリマー・高分子・有機材料・有機半導体","4 分光・物性評価・組成/化学分析","https://doi.org/10.1038/s41565-022-01142-z","Wavelike electronic energy transfer in donor–acceptor molecular systems through quantum coherence","","","2020/02/02"
"4 分光・物性評価・組成/化学分析","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-022-01142-z","Wavelike electronic energy transfer in donor–acceptor molecular systems through quantum coherence","","","2020/02/02"
"2 デバイス・機能材料の設計・開発・動作・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-022-01208-y","Bipolar thermoelectric Josephson engine","","","2024/04/09"
"4 金属・合金・ナノ粒子・触媒材料","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-022-01208-y","Bipolar thermoelectric Josephson engine","","","2024/04/09"
"5 電気・電子・磁気・光学的測定","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-022-01208-y","Bipolar thermoelectric Josephson engine","","","2024/04/09"
