"Source","Target","論文ID","論文タイトル","所属1","所属2"
"1 二次元材料・層状材料・グラフェン・TMDs関連","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-023-01539-4","Asymmetric conducting route and potential redistribution determine the polarization-dependent conductivity in layered ferroelectrics","",""
"10 マルチモーダル・複合的解析・統合手法","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-023-01539-4","Asymmetric conducting route and potential redistribution determine the polarization-dependent conductivity in layered ferroelectrics","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","10 磁性材料・スピントロニクス・強磁性/反強磁性材料","https://doi.org/10.1038/s41565-023-01336-z","Chiral antiferromagnetic Josephson junctions as spin-triplet supercurrent spin valves and d.c. SQUIDs","",""
"10 磁性材料・スピントロニクス・強磁性/反強磁性材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-023-01336-z","Chiral antiferromagnetic Josephson junctions as spin-triplet supercurrent spin valves and d.c. SQUIDs","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-023-01336-z","Chiral antiferromagnetic Josephson junctions as spin-triplet supercurrent spin valves and d.c. SQUIDs","",""
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-023-01492-2","Giant spin Hall effect in AB-stacked MoTe2/WSe2 bilayers","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","6 シミュレーション・理論・データ駆動型手法","https://doi.org/10.1038/s41565-023-01492-2","Giant spin Hall effect in AB-stacked MoTe2/WSe2 bilayers","",""
"6 シミュレーション・理論・データ駆動型手法","2 磁気・スピン・フォトニック・集積化デバイス","https://doi.org/10.1038/s41565-023-01492-2","Giant spin Hall effect in AB-stacked MoTe2/WSe2 bilayers","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-023-01542-9","Reversible optical data storage below the diffraction limit","",""
"5 ポリマー・高分子・有機材料・有機半導体","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-023-01542-9","Reversible optical data storage below the diffraction limit","",""
"3 構造評価・表面分析・顕微鏡観察","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-023-01542-9","Reversible optical data storage below the diffraction limit","",""
"9 自己組織化・自己集合・分子機械・ナノロボティクス・分子デバイスの設計と制御","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-023-01550-9","Nanoscale one-dimensional close packing of interfacial alkali ions driven by water-mediated attraction","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-023-01550-9","Nanoscale one-dimensional close packing of interfacial alkali ions driven by water-mediated attraction","",""
"10 マルチモーダル・複合的解析・統合手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-023-01550-9","Nanoscale one-dimensional close packing of interfacial alkali ions driven by water-mediated attraction","",""
"12 DNA/RNA/タンパク質等 生体分子・バイオ材料のナノスケール操作・計測・応用","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-023-01574-1","Large second-order susceptibility from a quantized indium tin oxide monolayer","",""
"11 セラミックス・酸化物・誘電体・光学材料","1 材料合成・薄膜形成","https://doi.org/10.1038/s41565-023-01574-1","Large second-order susceptibility from a quantized indium tin oxide monolayer","",""
"1 材料合成・薄膜形成","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-023-01574-1","Large second-order susceptibility from a quantized indium tin oxide monolayer","",""
"6 環境・安全性・リスク評価・サステナビリティ・規制・社会実装","3 カーボンナノ材料（CNT、カーボンドット等）","https://doi.org/10.1038/s41565-023-01592-z","Augmenting insect olfaction performance through nano-neuromodulation","",""
"3 カーボンナノ材料（CNT、カーボンドット等）","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-023-01592-z","Augmenting insect olfaction performance through nano-neuromodulation","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-023-01592-z","Augmenting insect olfaction performance through nano-neuromodulation","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-024-01656-8","Liposozyme for wound healing and inflammation resolution","",""
"6 リポソーム・LNP・バイオナノ材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-024-01656-8","Liposozyme for wound healing and inflammation resolution","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01656-8","Liposozyme for wound healing and inflammation resolution","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","8 メモリ・電子デバイス・半導体素子","https://doi.org/10.1038/s41565-024-01677-3","Vacuum levitation and motion control on chip","",""
"8 メモリ・電子デバイス・半導体素子","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-024-01677-3","Vacuum levitation and motion control on chip","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01677-3","Vacuum levitation and motion control on chip","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01717-y","Electrically tunable giant Nernst effect in two-dimensional van der Waals heterostructures","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-024-01717-y","Electrically tunable giant Nernst effect in two-dimensional van der Waals heterostructures","",""
"5 電気・電子・磁気・光学的測定","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01717-y","Electrically tunable giant Nernst effect in two-dimensional van der Waals heterostructures","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-024-01746-7","Coupled nanopores for single-molecule detection","",""
"11 セラミックス・酸化物・誘電体・光学材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-024-01746-7","Coupled nanopores for single-molecule detection","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-024-01746-7","Coupled nanopores for single-molecule detection","",""
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01822-y","Layer-dependent evolution of electronic structures and correlations in rhombohedral multilayer graphene","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","4 分光・物性評価・組成/化学分析","https://doi.org/10.1038/s41565-024-01822-y","Layer-dependent evolution of electronic structures and correlations in rhombohedral multilayer graphene","",""
"4 分光・物性評価・組成/化学分析","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-024-01822-y","Layer-dependent evolution of electronic structures and correlations in rhombohedral multilayer graphene","",""
"11 界面・表面・ナノスケール構造・ダイナミクスの可視化・制御・解析","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-023-01589-8","In vivo real-time positron emission particle tracking (PEPT) and single particle PET","",""
"5 ポリマー・高分子・有機材料・有機半導体","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-023-01589-8","In vivo real-time positron emission particle tracking (PEPT) and single particle PET","",""
"3 構造評価・表面分析・顕微鏡観察","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-023-01589-8","In vivo real-time positron emission particle tracking (PEPT) and single particle PET","",""
"11 界面・表面・ナノスケール構造・ダイナミクスの可視化・制御・解析","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01650-0","Upconversion electroluminescence in 2D semiconductors integrated with plasmonic tunnel junctions","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-024-01650-0","Upconversion electroluminescence in 2D semiconductors integrated with plasmonic tunnel junctions","",""
"10 マルチモーダル・複合的解析・統合手法","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-024-01650-0","Upconversion electroluminescence in 2D semiconductors integrated with plasmonic tunnel junctions","",""
"6 環境・安全性・リスク評価・サステナビリティ・規制・社会実装","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-024-01653-x","Nanoscale doping of polymeric semiconductors with confined electrochemical ion implantation","",""
"5 ポリマー・高分子・有機材料・有機半導体","9 化学反応・触媒・電気化学的評価","https://doi.org/10.1038/s41565-024-01653-x","Nanoscale doping of polymeric semiconductors with confined electrochemical ion implantation","",""
"9 化学反応・触媒・電気化学的評価","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-024-01653-x","Nanoscale doping of polymeric semiconductors with confined electrochemical ion implantation","",""
"6 環境・安全性・リスク評価・サステナビリティ・規制・社会実装","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-024-01670-w","Atomic-force-microscopy-based time-domain two-dimensional infrared nanospectroscopy","",""
"5 ポリマー・高分子・有機材料・有機半導体","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-024-01670-w","Atomic-force-microscopy-based time-domain two-dimensional infrared nanospectroscopy","",""
"10 マルチモーダル・複合的解析・統合手法","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-024-01670-w","Atomic-force-microscopy-based time-domain two-dimensional infrared nanospectroscopy","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-024-01732-z","Even-integer quantum Hall effect in an oxide caused by a hidden Rashba effect","",""
"11 セラミックス・酸化物・誘電体・光学材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-024-01732-z","Even-integer quantum Hall effect in an oxide caused by a hidden Rashba effect","",""
"10 マルチモーダル・複合的解析・統合手法","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-024-01732-z","Even-integer quantum Hall effect in an oxide caused by a hidden Rashba effect","",""
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-024-01736-9","A bispecific nanosystem activates endogenous natural killer cells in the bone marrow for haematologic malignancies therapy","",""
"6 リポソーム・LNP・バイオナノ材料","11 ナノ粒子・ナノ構造評価と応用","https://doi.org/10.1038/s41565-024-01736-9","A bispecific nanosystem activates endogenous natural killer cells in the bone marrow for haematologic malignancies therapy","",""
"11 ナノ粒子・ナノ構造評価と応用","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-024-01736-9","A bispecific nanosystem activates endogenous natural killer cells in the bone marrow for haematologic malignancies therapy","",""
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-024-01730-1","Third-order nonlinear Hall effect in a quantum Hall system","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-024-01730-1","Third-order nonlinear Hall effect in a quantum Hall system","",""
"5 電気・電子・磁気・光学的測定","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-024-01730-1","Third-order nonlinear Hall effect in a quantum Hall system","",""
"8 理論・計算・機構解明・モデリング・記述子・基礎科学の深化","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-025-01856-w","Nanotech powers on-chip intelligence","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","8 デバイス動作・システムレベル評価・応用","https://doi.org/10.1038/s41565-025-01856-w","Nanotech powers on-chip intelligence","",""
"8 デバイス動作・システムレベル評価・応用","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-025-01856-w","Nanotech powers on-chip intelligence","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-025-01863-x","Size-driven phase evolution in ultrathin relaxor films","",""
"11 セラミックス・酸化物・誘電体・光学材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-025-01863-x","Size-driven phase evolution in ultrathin relaxor films","",""
"10 マルチモーダル・複合的解析・統合手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-025-01863-x","Size-driven phase evolution in ultrathin relaxor films","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","3 カーボンナノ材料（CNT、カーボンドット等）","https://doi.org/10.1038/s41565-025-01865-9","Intermediate-range solvent templating and counterion behaviour at charged carbon nanotube surfaces","",""
"3 カーボンナノ材料（CNT、カーボンドット等）","6 シミュレーション・理論・データ駆動型手法","https://doi.org/10.1038/s41565-025-01865-9","Intermediate-range solvent templating and counterion behaviour at charged carbon nanotube surfaces","",""
"6 シミュレーション・理論・データ駆動型手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-025-01865-9","Intermediate-range solvent templating and counterion behaviour at charged carbon nanotube surfaces","",""
"2 デバイス・機能材料の設計・開発・動作・応用","8 メモリ・電子デバイス・半導体素子","https://doi.org/10.1038/s41565-025-01874-8","Quantum-enabled microwave-to-optical transduction via silicon nanomechanics","",""
"8 メモリ・電子デバイス・半導体素子","8 デバイス動作・システムレベル評価・応用","https://doi.org/10.1038/s41565-025-01874-8","Quantum-enabled microwave-to-optical transduction via silicon nanomechanics","",""
"8 デバイス動作・システムレベル評価・応用","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-025-01874-8","Quantum-enabled microwave-to-optical transduction via silicon nanomechanics","",""
"11 界面・表面・ナノスケール構造・ダイナミクスの可視化・制御・解析","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-025-01895-3","Pt catalyst protected by graphene nanopockets enables lifetimes of over 200,000 h for heavy-duty fuel cell applications","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","9 化学反応・触媒・電気化学的評価","https://doi.org/10.1038/s41565-025-01895-3","Pt catalyst protected by graphene nanopockets enables lifetimes of over 200,000 h for heavy-duty fuel cell applications","",""
"9 化学反応・触媒・電気化学的評価","4 材料の安定性・耐久性・分散・リサイクル性等","https://doi.org/10.1038/s41565-025-01895-3","Pt catalyst protected by graphene nanopockets enables lifetimes of over 200,000 h for heavy-duty fuel cell applications","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","9 バッテリー材料・電極・電解質","https://doi.org/10.1038/s41565-025-01885-5","Investigating the effect of heterogeneities across the electrode|multiphase polymer electrolyte interfaces in high-potential lithium batteries","",""
"9 バッテリー材料・電極・電解質","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-025-01885-5","Investigating the effect of heterogeneities across the electrode|multiphase polymer electrolyte interfaces in high-potential lithium batteries","",""
"10 マルチモーダル・複合的解析・統合手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-025-01885-5","Investigating the effect of heterogeneities across the electrode|multiphase polymer electrolyte interfaces in high-potential lithium batteries","",""
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-025-01902-7","Reversible shuffle twinning yields anisotropic tensile superelasticity in ceramic GeSe","",""
"11 セラミックス・酸化物・誘電体・光学材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-025-01902-7","Reversible shuffle twinning yields anisotropic tensile superelasticity in ceramic GeSe","",""
"10 マルチモーダル・複合的解析・統合手法","11 機械/熱/環境特性・耐久・リサイクル","https://doi.org/10.1038/s41565-025-01902-7","Reversible shuffle twinning yields anisotropic tensile superelasticity in ceramic GeSe","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","9 バッテリー材料・電極・電解質","https://doi.org/10.1038/s41565-025-01906-3","From small batteries to big claims","",""
"9 バッテリー材料・電極・電解質","13 レビュー・総説・動向分析・社会データ","https://doi.org/10.1038/s41565-025-01906-3","From small batteries to big claims","",""
"13 レビュー・総説・動向分析・社会データ","4 材料の安定性・耐久性・分散・リサイクル性等","https://doi.org/10.1038/s41565-025-01906-3","From small batteries to big claims","",""
"2 デバイス・機能材料の設計・開発・動作・応用","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-025-01919-y","Ferroelectric topologies in BaTiO3 nanomembranes for light field manipulation","",""
"11 セラミックス・酸化物・誘電体・光学材料","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-025-01919-y","Ferroelectric topologies in BaTiO3 nanomembranes for light field manipulation","",""
"3 構造評価・表面分析・顕微鏡観察","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-025-01919-y","Ferroelectric topologies in BaTiO3 nanomembranes for light field manipulation","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-025-01907-2","Ferumoxytol promotes haematopoietic stem cell post-injury regeneration as a reactive oxygen species scavenger","",""
"4 金属・合金・ナノ粒子・触媒材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-025-01907-2","Ferumoxytol promotes haematopoietic stem cell post-injury regeneration as a reactive oxygen species scavenger","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-025-01907-2","Ferumoxytol promotes haematopoietic stem cell post-injury regeneration as a reactive oxygen species scavenger","",""
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-025-01916-1","Operando X-ray characterization platform to unravel catalyst degradation under accelerated stress testing in CO2 electrolysis","",""
"4 金属・合金・ナノ粒子・触媒材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-025-01916-1","Operando X-ray characterization platform to unravel catalyst degradation under accelerated stress testing in CO2 electrolysis","",""
"10 マルチモーダル・複合的解析・統合手法","4 材料の安定性・耐久性・分散・リサイクル性等","https://doi.org/10.1038/s41565-025-01916-1","Operando X-ray characterization platform to unravel catalyst degradation under accelerated stress testing in CO2 electrolysis","",""
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","10 磁性材料・スピントロニクス・強磁性/反強磁性材料","https://doi.org/10.1038/s41565-025-01929-w","Electromagnetic wireless remote control of mammalian transgene expression","",""
"10 磁性材料・スピントロニクス・強磁性/反強磁性材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-025-01929-w","Electromagnetic wireless remote control of mammalian transgene expression","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-025-01929-w","Electromagnetic wireless remote control of mammalian transgene expression","",""
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-025-01915-2","Paddle-like self-stirring nanoreactors with multi-chambered mesoporous branches for enhanced dual-dynamic cascade reactions","",""
"4 金属・合金・ナノ粒子・触媒材料","9 化学反応・触媒・電気化学的評価","https://doi.org/10.1038/s41565-025-01915-2","Paddle-like self-stirring nanoreactors with multi-chambered mesoporous branches for enhanced dual-dynamic cascade reactions","",""
"9 化学反応・触媒・電気化学的評価","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-025-01915-2","Paddle-like self-stirring nanoreactors with multi-chambered mesoporous branches for enhanced dual-dynamic cascade reactions","",""
"2 デバイス・機能材料の設計・開発・動作・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-025-01918-z","Nanopore-based enzyme-linked immunosorbent assay for cancer biomarker detection","",""
"6 リポソーム・LNP・バイオナノ材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-025-01918-z","Nanopore-based enzyme-linked immunosorbent assay for cancer biomarker detection","",""
"7 ナノバイオ・医療・生体応用実験・評価","10 計測技術・センシング・検出・イメージング","https://doi.org/10.1038/s41565-025-01918-z","Nanopore-based enzyme-linked immunosorbent assay for cancer biomarker detection","",""
"2 デバイス・機能材料の設計・開発・動作・応用","4 金属・合金・ナノ粒子・触媒材料","https://doi.org/10.1038/s41565-025-01903-6","Discovering nanoparticle corona ligands for liver macrophage capture","",""
"4 金属・合金・ナノ粒子・触媒材料","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-025-01903-6","Discovering nanoparticle corona ligands for liver macrophage capture","",""
"10 マルチモーダル・複合的解析・統合手法","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-025-01903-6","Discovering nanoparticle corona ligands for liver macrophage capture","",""
"7 センシング・バイオセンシング・イメージング・計測技術の開発・応用","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-025-01931-2","Engineering pyroptotic vesicles as personalized cancer vaccines","",""
"6 リポソーム・LNP・バイオナノ材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-025-01931-2","Engineering pyroptotic vesicles as personalized cancer vaccines","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-025-01931-2","Engineering pyroptotic vesicles as personalized cancer vaccines","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","1 二次元材料・層状材料・グラフェン・TMDs関連","https://doi.org/10.1038/s41565-025-01934-z","Electric bias-induced reversible configuration of single and heteronuclear dual-atom catalysts on 1Tʹ-MoS2","",""
"1 二次元材料・層状材料・グラフェン・TMDs関連","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-025-01934-z","Electric bias-induced reversible configuration of single and heteronuclear dual-atom catalysts on 1Tʹ-MoS2","",""
"3 構造評価・表面分析・顕微鏡観察","5 化学反応性・触媒活性・電気化学特性","https://doi.org/10.1038/s41565-025-01934-z","Electric bias-induced reversible configuration of single and heteronuclear dual-atom catalysts on 1Tʹ-MoS2","",""
"5 ナノバイオ・ナノメディシン・ドラッグデリバリー・診断治療の設計・応用","5 ポリマー・高分子・有機材料・有機半導体","https://doi.org/10.1038/s41565-025-01933-0","Supramolecular polymerization through rotation of light-driven molecular motors","",""
"5 ポリマー・高分子・有機材料・有機半導体","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-025-01933-0","Supramolecular polymerization through rotation of light-driven molecular motors","",""
"10 マルチモーダル・複合的解析・統合手法","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-025-01933-0","Supramolecular polymerization through rotation of light-driven molecular motors","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-025-01950-z","Ferroelastic writing of crystal directions in oxide thin films","",""
"11 セラミックス・酸化物・誘電体・光学材料","3 構造評価・表面分析・顕微鏡観察","https://doi.org/10.1038/s41565-025-01950-z","Ferroelastic writing of crystal directions in oxide thin films","",""
"3 構造評価・表面分析・顕微鏡観察","3 構造・組成・形態・界面・表面特性","https://doi.org/10.1038/s41565-025-01950-z","Ferroelastic writing of crystal directions in oxide thin films","",""
"2 デバイス・機能材料の設計・開発・動作・応用","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-025-01920-5","High-fidelity single-spin shuttling in silicon","",""
"2 ペロブスカイト・量子ドット・ナノ結晶材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-025-01920-5","High-fidelity single-spin shuttling in silicon","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-025-01920-5","High-fidelity single-spin shuttling in silicon","",""
"1 新規材料・ナノ構造の合成・成長・構造制御・基礎物性の解明","6 リポソーム・LNP・バイオナノ材料","https://doi.org/10.1038/s41565-025-01952-x","A nanovaccine targeting cancer stem cells and bulk cancer cells for postoperative cancer immunotherapy","",""
"6 リポソーム・LNP・バイオナノ材料","7 ナノバイオ・医療・生体応用実験・評価","https://doi.org/10.1038/s41565-025-01952-x","A nanovaccine targeting cancer stem cells and bulk cancer cells for postoperative cancer immunotherapy","",""
"7 ナノバイオ・医療・生体応用実験・評価","8 バイオ応答・治療効果・送達・安全性","https://doi.org/10.1038/s41565-025-01952-x","A nanovaccine targeting cancer stem cells and bulk cancer cells for postoperative cancer immunotherapy","",""
"11 界面・表面・ナノスケール構造・ダイナミクスの可視化・制御・解析","9 バッテリー材料・電極・電解質","https://doi.org/10.1038/s41565-025-01947-8","Mesoscale dynamics of electrosorbed ions in fast-charging carbon-based nanoporous electrodes","",""
"9 バッテリー材料・電極・電解質","10 マルチモーダル・複合的解析・統合手法","https://doi.org/10.1038/s41565-025-01947-8","Mesoscale dynamics of electrosorbed ions in fast-charging carbon-based nanoporous electrodes","",""
"10 マルチモーダル・複合的解析・統合手法","1 電気・電子・論理・量子デバイス性能","https://doi.org/10.1038/s41565-025-01947-8","Mesoscale dynamics of electrosorbed ions in fast-charging carbon-based nanoporous electrodes","",""
"3 量子・スピン・トポロジカル・先端物性現象の実証・制御・応用","2 ペロブスカイト・量子ドット・ナノ結晶材料","https://doi.org/10.1038/s41565-025-01964-7","Observation of chiral emission enabled by collective guided resonances","",""
"2 ペロブスカイト・量子ドット・ナノ結晶材料","2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","https://doi.org/10.1038/s41565-025-01964-7","Observation of chiral emission enabled by collective guided resonances","",""
"2 デバイス作製・パターニング・マイクロ/ナノファブリケーション","6 発光・フォトニクス・スペクトル・非線形光学特性","https://doi.org/10.1038/s41565-025-01964-7","Observation of chiral emission enabled by collective guided resonances","",""
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","14 その他（複合材料・特殊構造体等）","https://doi.org/10.1038/s41565-020-00791-2","Intermolecular conical intersections in molecular aggregates","",""
"14 その他（複合材料・特殊構造体等）","6 シミュレーション・理論・データ駆動型手法","https://doi.org/10.1038/s41565-020-00791-2","Intermolecular conical intersections in molecular aggregates","",""
"6 シミュレーション・理論・データ駆動型手法","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-020-00791-2","Intermolecular conical intersections in molecular aggregates","",""
"4 触媒・電池・エネルギー材料・エネルギー変換技術の開発・性能向上","11 セラミックス・酸化物・誘電体・光学材料","https://doi.org/10.1038/s41565-020-0671-z","Bose–Einstein condensation of quasiparticles by rapid cooling","",""
"11 セラミックス・酸化物・誘電体・光学材料","5 電気・電子・磁気・光学的測定","https://doi.org/10.1038/s41565-020-0671-z","Bose–Einstein condensation of quasiparticles by rapid cooling","",""
"5 電気・電子・磁気・光学的測定","7 バンドギャップ・励起子・光キャリア等の物理パラメータ","https://doi.org/10.1038/s41565-020-0671-z","Bose–Einstein condensation of quasiparticles by rapid cooling","",""
